category,score,course,teacher,college,avg_gpa,sample_count,teacher_score,rating_count,checkin_ratio,relevance,risk,course_easy,course_hard,url
跨专业低风险,64.0,大学生朋辈心理辅导,陈南菲,本科生院学生工作处,4.5,318,8.77,144,60.4,跨专业,0,0.0,0.0,https://chalaoshi.de/t/4978/
跨专业低风险,64.0,新闻采访与写作,沈爱国,传媒与国际文化学院,4.22,500,9.73,64,14.1,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1637/
跨专业低风险,63.9,探究性与创新性实验,祝丽丽,建筑工程学院,4.61,216,8.48,5,20.0,跨专业,1,0.0,0.0,https://chalaoshi.de/t/559/
跨专业低风险,63.9,现代文学思潮研究,张广海,人文学院,4.41,488,9.58,159,54.7,跨专业,0,4.0,1.2,https://chalaoshi.de/t/3569/
跨专业低风险,63.9,新媒体概论,韦路,传媒与国际文化学院,4.31,400,6.67,79,51.9,跨专业,0,12.0,1.0,https://chalaoshi.de/t/3632/
跨专业低风险,63.9,文艺美学,王建刚,传媒与国际文化学院,4.29,324,9.45,77,9.1,跨专业,0,4.0,1.2,https://chalaoshi.de/t/561/
跨专业低风险,63.8,文化资源调查与信息管理,傅翼,人文学院,4.81,58,8.69,22,59.1,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1093/
跨专业低风险,63.8,排球,楼恒阳,教育学院,4.78,133,,0,,跨专业,0,0.0,0.0,https://chalaoshi.de/t/4071/
跨专业低风险,63.8,艺术体操(初级班）,陈莹莹,医学院,4.67,148,9.79,67,91.0,跨专业,2,8.5,4.2,https://chalaoshi.de/t/3482/
跨专业低风险,63.8,高尔夫球,楼恒阳,公共体育与艺术部,4.53,500,9.97,433,92.4,跨专业,0,0.0,0.0,https://chalaoshi.de/t/2109/
跨专业低风险,63.8,网络传播与社会,叶琼丰,传媒与国际文化学院,4.37,429,8.2,135,45.9,跨专业,0,0.0,0.0,https://chalaoshi.de/t/603/
跨专业低风险,63.8,马克思主义基本原理概论（H）,吴旭平,思想政治理论教学科研部,4.34,287,9.97,587,58.9,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1112/
跨专业低风险,63.8,网络空间安全导论,张秉晟,计算机科学与技术学院,4.29,351,8.9,32,6.2,跨专业,0,0.0,0.0,https://chalaoshi.de/t/6500/
跨专业低风险,63.8,汉字与东亚文化,陈辉,人文学院,4.12,332,9.53,183,18.6,跨专业,0,18.0,9.0,https://chalaoshi.de/t/2152/
跨专业低风险,63.7,药物科学研究实训,曹戟,药学院,4.55,200,8.74,7,28.6,跨专业,0,0.0,0.0,https://chalaoshi.de/t/6317/
跨专业低风险,63.7,中国外交,甘均先,思想政治理论教学科研部,4.46,82,9.76,1072,44.2,跨专业,0,0.0,0.0,https://chalaoshi.de/t/3426/
跨专业低风险,63.7,中国传统文化与教育,陈胜,教育学院,4.41,314,8.43,36,86.1,跨专业,0,6.0,0.0,https://chalaoshi.de/t/1120/
跨专业低风险,63.7,法学基础,蔡晓卫,思想政治理论教学科研部,4.4,332,6.91,249,42.6,跨专业,0,16.5,7.9,https://chalaoshi.de/t/1402/
跨专业低风险,63.7,中国近现代史纲要（H）,赵晖,思想政治理论教学科研部,4.37,500,9.98,944,37.8,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1546/
跨专业低风险,63.7,中国共产党历史,程早霞,马克思主义学院,4.36,500,9.78,180,41.1,跨专业,0,0.0,0.0,https://chalaoshi.de/t/4478/
跨专业低风险,63.7,新中国史,肖如平,人文学院,4.33,500,9.61,48,60.4,跨专业,0,20.0,7.0,https://chalaoshi.de/t/86/
跨专业低风险,63.7,设计概论,李承华,人文学院,4.33,187,9.7,46,21.7,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1194/
跨专业低风险,63.6,能源与环境实验Ⅰ,朱燕群,能源工程学院,4.77,228,,0,,跨专业,1,0.0,0.0,https://chalaoshi.de/t/2822/
跨专业低风险,63.6,中外教育交流史,刘超,教育学院,4.74,111,8.17,33,66.7,跨专业,0,0.0,0.0,https://chalaoshi.de/t/4304/
跨专业低风险,63.6,社会组织与社会治理（UPA）,沈永东,公共管理学院,4.72,131,6.1,24,70.8,跨专业,0,0.0,0.0,https://chalaoshi.de/t/5028/
跨专业低风险,63.6,优化基本理论与方法,钱徽,计算机科学与技术学院,4.48,190,9.83,155,4.5,跨专业,2,0.0,0.0,https://chalaoshi.de/t/3427/
跨专业低风险,63.6,思想道德与法治,潘贤林,能源工程学院,4.47,306,9.93,227,32.6,跨专业,0,0.0,3.2,https://chalaoshi.de/t/3018/
跨专业低风险,63.6,中国古代文学史Ⅱ,咸晓婷,人文学院,4.41,358,8.82,83,26.5,跨专业,0,0.0,0.0,https://chalaoshi.de/t/2910/
跨专业低风险,63.6,都市文化与华语文学,金进,人文学院,4.36,500,6.9,152,75.0,跨专业,0,9.5,1.2,https://chalaoshi.de/t/4969/
跨专业低风险,63.6,历史社会学,郦菁,公共管理学院,4.36,151,9.65,38,15.8,跨专业,0,0.0,0.0,https://chalaoshi.de/t/5779/
跨专业低风险,63.6,新制度经济学,张翔,公共管理学院,4.13,500,9.96,423,9.0,跨专业,0,21.0,6.2,https://chalaoshi.de/t/734/
跨专业低风险,63.5,篮球（中级班）,刘博,公共体育与艺术部,4.59,427,9.87,111,97.3,跨专业,0,0.0,0.0,https://chalaoshi.de/t/4835/
跨专业低风险,63.5,能源与环境技术进展,陈坚红,能源工程学院,4.41,373,8.92,12,16.7,跨专业,0,0.0,0.0,https://chalaoshi.de/t/405/
跨专业低风险,63.5,法律诊所,高艳东,法学院,4.4,172,8.32,169,24.3,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1772/
跨专业低风险,63.5,东亚历史与文化,周妍,人文学院,4.39,72,9.39,20,25.0,跨专业,0,3.5,0.0,https://chalaoshi.de/t/6944/
跨专业低风险,63.5,职业生涯规划,李济沅,电气工程学院,4.38,285,9.93,201,22.9,跨专业,0,0.0,0.0,https://chalaoshi.de/t/4334/
跨专业低风险,63.5,法学基础,封丽萍,思想政治理论教学科研部,4.33,500,9.8,350,71.7,跨专业,0,47.0,6.8,https://chalaoshi.de/t/1569/
跨专业低风险,63.5,社会主义发展史,卢江,马克思主义学院,4.3,500,9.92,177,40.7,跨专业,0,0.0,0.0,https://chalaoshi.de/t/3943/
跨专业低风险,63.5,国际商法,周黎明,经济学院,4.14,354,9.99,1561,6.7,跨专业,0,1.0,1.0,https://chalaoshi.de/t/391/
跨专业低风险,63.4,专题设计训练,邓华,建筑工程学院,4.91,107,,0,,跨专业,1,0.0,0.0,https://chalaoshi.de/t/5232/
跨专业低风险,63.4,法律诊所,章剑生,法学院,4.4,172,8.58,96,12.5,跨专业,0,0.0,0.0,https://chalaoshi.de/t/2590/
跨专业低风险,63.4,社会科学研究方法,刘于思,传媒与国际文化学院,4.29,258,9.89,139,10.8,跨专业,0,1.0,1.0,https://chalaoshi.de/t/121/
跨专业低风险,63.4,诺贝尔奖与生命健康,帅亚俊,动物科学学院,4.29,198,9.52,41,26.8,跨专业,0,8.5,0.0,https://chalaoshi.de/t/6543/
跨专业低风险,63.3,药理学实验,应美丹,药学院,4.84,143,,0,,跨专业,1,0.0,0.0,https://chalaoshi.de/t/3651/
跨专业低风险,63.3,宗教社会学,孙艳菲,公共管理学院,4.65,75,8.48,5,40.0,跨专业,0,0.0,0.0,https://chalaoshi.de/t/5630/
跨专业低风险,63.3,服务创新设计,柴春雷,计算机科学与技术学院,4.55,191,8.65,15,33.3,跨专业,0,0.0,0.0,https://chalaoshi.de/t/685/
跨专业低风险,63.3,游泳（中级）,杨永明,公共体育与艺术部,4.53,254,9.93,204,82.4,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1525/
跨专业低风险,63.3,药物科学研究实训,侯廷军,药学院,4.52,115,8.48,5,0.0,跨专业,0,0.0,0.0,https://chalaoshi.de/t/5195/
跨专业低风险,63.2,药理学实验,丁玲,药学院,4.74,101,9.24,15,33.3,跨专业,1,0.0,0.0,https://chalaoshi.de/t/2336/
跨专业低风险,63.2,日语视听说 I,李文超,外国语言文化与国际交流学院,4.74,50,9.71,48,18.8,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1828/
跨专业低风险,63.2,儿少卫生学,周旭东,医学院,4.62,310,8.88,15,20.0,跨专业,2,0.0,0.0,https://chalaoshi.de/t/2038/
跨专业低风险,63.2,游泳（中级班）,金雷,公共体育与艺术部,4.62,196,9.9,151,85.4,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1776/
跨专业低风险,63.2,游泳（中级）,金雷,公共体育与艺术部,4.61,212,9.9,151,85.4,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1776/
跨专业低风险,63.2,法语国家与地区研究,张芳,外国语言文化与国际交流学院,4.54,97,9.81,74,54.1,跨专业,0,5.0,1.2,https://chalaoshi.de/t/4804/
跨专业低风险,63.2,英美文学赏析,陈艳华,外国语言文化与国际交流学院,4.45,129,9.88,121,44.6,跨专业,0,0.0,0.0,https://chalaoshi.de/t/793/
跨专业低风险,63.2,大学写作——创意写作,陶然,人文学院,4.32,333,9.74,154,15.6,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1025/
跨专业低风险,63.1,口腔放射科实习,李怡宁,附属口腔医院,4.96,122,,0,,跨专业,2,0.0,0.0,https://chalaoshi.de/t/4665/
跨专业低风险,63.1,电动汽车和混合动力汽车系统,徐德鸿,电气工程学院,4.58,142,3.93,8,12.5,跨专业,0,0.0,0.0,https://chalaoshi.de/t/2238/
跨专业低风险,63.1,思想道德与法治,潘贤林,化学系,4.47,306,9.58,31,35.5,跨专业,0,0.0,0.0,https://chalaoshi.de/t/5162/
跨专业低风险,63.1,哲学导论,徐向东,人文学院,4.45,68,9.48,45,4.4,跨专业,0,0.0,0.0,https://chalaoshi.de/t/3155/
跨专业低风险,63.0,亚里士多德哲学,陈玮,人文学院,4.81,46,9.71,47,27.7,跨专业,0,0.0,0.0,https://chalaoshi.de/t/4644/
跨专业低风险,63.0,汽车工程导论,李道飞,能源工程学院,4.78,93,4.16,55,52.7,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1813/
跨专业低风险,63.0,混合学习研讨班I,张帆,信息与电子工程学院,4.63,135,7.18,17,35.3,跨专业,0,0.0,0.0,https://chalaoshi.de/t/4504/
跨专业低风险,63.0,创业思维与行动,沈睿,计算机科学与技术学院,4.32,97,9.97,440,44.3,跨专业,0,0.0,0.0,https://chalaoshi.de/t/350/
跨专业低风险,63.0,先秦诸子思想,何善蒙,人文学院,4.15,500,9.76,344,11.9,跨专业,0,7.0,2.4,https://chalaoshi.de/t/1509/
跨专业低风险,62.9,口腔正畸科实习,李怡宁,附属口腔医院,4.95,124,,0,,跨专业,2,0.0,0.0,https://chalaoshi.de/t/4665/
跨专业低风险,62.9,艺术体操（女：初级班）,卢芬,公共体育与艺术部,4.67,229,9.68,67,97.0,跨专业,0,0.0,2.0,https://chalaoshi.de/t/2129/
跨专业低风险,62.9,广告策划,郭翀,人文学院,4.67,92,9.42,24,41.7,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1135/
跨专业低风险,62.9,认知实践,戴志潜,航空航天学院,4.66,500,,0,,跨专业,1,0.0,0.0,https://chalaoshi.de/t/1447/
跨专业低风险,62.9,认知实践,王曰海,信息与电子工程学院,4.66,500,3.31,20,45.0,跨专业,1,0.0,0.0,https://chalaoshi.de/t/1521/
跨专业低风险,62.9,混合学习研讨班II,张帆,信息与电子工程学院,4.64,124,7.18,17,35.3,跨专业,0,0.0,0.0,https://chalaoshi.de/t/4504/
跨专业低风险,62.9,技术沟通,翁恺,计算机科学与技术学院,4.56,135,8.92,532,34.0,跨专业,0,0.0,2.0,https://chalaoshi.de/t/936/
跨专业低风险,62.9,创新管理,沈睿,计算机科学与技术学院,4.4,92,9.97,440,44.3,跨专业,0,3.0,0.0,https://chalaoshi.de/t/350/
跨专业低风险,62.9,楚辞研究,傅杰,化学工程与生物工程学院,4.26,221,9.33,43,16.3,跨专业,0,10.0,4.8,https://chalaoshi.de/t/3594/
跨专业低风险,62.8,EE导论,耿光超,电气工程学院,4.67,36,8.99,10,10.0,跨专业,0,0.0,0.0,https://chalaoshi.de/t/5652/
跨专业低风险,62.8,科学与人类价值,徐向东,人文学院,4.58,64,9.48,45,4.4,跨专业,0,0.0,0.0,https://chalaoshi.de/t/3155/
跨专业低风险,62.8,健美（初级班）,金熙佳,公共体育与艺术部,4.5,500,9.5,93,78.5,跨专业,0,0.0,0.0,https://chalaoshi.de/t/2085/
跨专业低风险,62.8,现代西方哲学Ⅱ,王礼平,人文学院,4.44,149,9.85,96,24.0,跨专业,0,0.0,0.0,https://chalaoshi.de/t/128/
跨专业低风险,62.8,打开艺术之门——萨克斯,徐浩,公共体育与艺术部,4.43,480,9.28,42,66.7,跨专业,0,0.0,0.0,https://chalaoshi.de/t/6412/
跨专业低风险,62.8,公共关系学,纪盈如,传媒与国际文化学院,4.4,264,8.02,47,40.4,跨专业,0,5.0,1.2,https://chalaoshi.de/t/6976/
跨专业低风险,62.8,新闻道德与法规,汪凯,传媒与国际文化学院,4.35,248,9.84,90,6.7,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1744/
